message_id,date,sender,category,period,subject,body,word_count
ENRON_0585,2000-07-26,richard.causey@enron.com,executive,pre_crisis,Update on the SEC inquiry,"I am writing to provide an update on the SEC inquiry. Our financial position remains strong despite the current challenges. We may face regulatory sanctions if the rating agencies downgrade us, but management believes this risk is serious but not existential. We will not allow the litigation to undermine our commitment to financial transparency. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",96
ENRON_0425,2000-07-26,mark.lay@enron.com,risk,pre_crisis,Credit exposure report — merchant energy,"This report summarises our current credit exposure to merchant energy counterparties. Our aggregate exposure has increased materially to approximately $840 million since the last review. We would need to reduce our limits if they fail to post margin on time. Our models suggest the probability of a material credit loss is low at approximately 5%, but I am not entirely comfortable with that estimate given model uncertainty. I recommend we seek additional information before the next risk committee meeting. I will circulate a more detailed analysis by end of week.",90
ENRON_0941,2000-07-26,hr@enron.com,all_staff,pre_crisis,Benefits and HR: benefits enrollment,Please be aware that the benefits enrollment period begins next week. This is relevant to employees in all employees. If you have questions please contact the HR helpdesk. The deadline for completing the training is December 1. We will not be able to process your request after this date. Thank you for your prompt attention to this matter.,58
ENRON_0533,2000-07-26,andrew.fastow@enron.com,executive,pre_crisis,Full year performance — summary,"Our Full year results reflect disappointing results across all business units. Revenue was disappointing at $50.1 billion. Our wholesale energy business experienced significant write-downs. We may see significant uncertainty in the coming quarter, but we are not overconfident. I want to assure you that we are not hiding any material issues. The company will continue to pursue its strategy of expanding our trading franchise across new markets while maintaining appropriate risk controls.",72
ENRON_0947,2000-07-26,legal@enron.com,all_staff,pre_crisis,RE: Company update,I appreciate the update but I think many employees are not reassured about the current situation. The stock has collapsed from $90 to under $10 and we are reading conflicting information every day. I am not trying to cause trouble — I just want an honest answer about what the real financial position is. We should not be expected to stay focused without proper information. Many of us have significant Enron stock in our retirement accounts. This is not just a business issue — it affects our families and our futures.,91
ENRON_0239,2000-07-26,mike.grigsby@enron.com,trading,pre_crisis,Position update — power,"Following the storage report in the gas market, our current crude oil position is moving fast. We should face credit losses if storage data disappoints. I cautiously recommend we wait for more clarity before today. The risk team has confirmed that our VAR is within limits under current market conditions. Please advise if you want to discuss further before I take action.",62
ENRON_0016,2000-07-26,eric.bass@enron.com,trading,pre_crisis,market update,gas is pricing in a risk premium. I still think we should add to our position before the open. not a lot of time.,24
ENRON_0192,2000-08-05,matt.motley@enron.com,trading,pre_crisis,market update,Flag bandwidth prices — storage numbers looser than expected. I will monitor and update..,14
ENRON_0361,2000-08-05,rick.buy@enron.com,risk,pre_crisis,Credit exposure report — retail energy,"This report summarises our current credit exposure to credit-impaired counterparties. Our aggregate exposure has increased materially to approximately $1.2 billion since the last review. We may need to reduce our limits if they fail to post margin on time. Our models suggest the probability of a material credit loss is difficult to estimate given current conditions, but I am reasonably comfortable with that estimate given model uncertainty. I recommend we stress test our positions before the next risk committee meeting. I will circulate a more detailed analysis by end of week.",91
ENRON_0884,2000-08-05,compliance@enron.com,all_staff,pre_crisis,All staff: Company performance update,I am pleased to share with you an exciting new partnership. This reflects the hard work and commitment of every person in this organisation. We will continue to invest in our people and we will not be distracted by short-term market volatility. The outlook for the years ahead is uncertain. Thank you for your continued dedication to Enron's mission.,59
ENRON_0200,2000-08-05,kevin.hyatt@enron.com,trading,pre_crisis,market update,FYI the California power is thin. I am not comfortable about our long position right now.,16
ENRON_0692,2000-08-05,stanley.horton@enron.com,operations,pre_crisis,the ERP implementation — progress report,The the European market entry is progressing with some delays. We have reduced operating costs by $38m since our last update. There are several areas where we could improve: regulatory compliance and technology performance. I believe we will will achieve our targets if market conditions remain stable. This initiative is not without risk — the technology may not scale as expected. We should not underestimate the regulatory of what we are trying to accomplish.,74
ENRON_0504,2000-08-05,richard.causey@enron.com,executive,pre_crisis,Third quarter performance — summary,"Our Third quarter results reflect disappointing results across all business units. Revenue was disappointing at $14.7 billion. Our wholesale energy business performed ahead of our internal targets. We may see some recovery in the coming quarter, but we are not naive. I want to assure you that we are not concealing any material issues. The company will continue to pursue its strategy of simplifying our portfolio and reducing complexity while maintaining appropriate risk controls.",74
ENRON_0706,2000-08-05,mark.frevert@enron.com,operations,pre_crisis,the ERP implementation — progress report,The the pipeline optimisation programme is progressing faster than expected. We have hired 74 additional staff since our last update. There are three areas where we could improve: technology performance and communication. I believe we will will achieve our targets if we can attract the talent we need. This initiative is not without risk — we may underestimate the capital required. We should not underestimate the commercial of what we are trying to accomplish.,74
ENRON_0136,2000-08-05,kevin.hyatt@enron.com,trading,pre_crisis,market update,just closed a $85m deal on weather. margins are slightly below target. not ideal but manageable..,16
ENRON_0902,2000-08-05,corporate.communications@enron.com,all_staff,pre_crisis,RE: Company update,I appreciate the update but I think many employees are not reassured about the current situation. The stock has fallen 40% in three months and we are reading worrying analyst reports every day. I am not trying to cause trouble — I just want an honest answer about whether the company is solvent. We should not be expected to trust management without proper information. Many of us have significant Enron stock in our retirement accounts. This is not just a business issue — it affects our families and our futures.,90
ENRON_0286,2000-08-12,tim.belden@enron.com,trading,pre_crisis,RE: crude oil strategy,"I agree with your assessment that the gas presents unusual opportunities. However, I am not entirely comfortable with our current position size. We would be overexposed if a counterparty fails. I would recommend we maintain our current position but do not increase it further until we see the storage report. The credit team should review our counterparty exposure before we commit additional capital. Please come back to me with an updated risk analysis.",73
ENRON_0018,2000-08-12,eric.bass@enron.com,trading,pre_crisis,market update,nat gas is showing unusual basis spreads. I genuinely think we should increase our long before end of day. not a lot of time.,24
ENRON_0632,2000-08-12,kenneth.lay@enron.com,executive,pre_crisis,First quarter performance — summary,"Our First quarter results reflect broadly acceptable results across all business units. Revenue was record at $28.3 billion. Our wholesale energy business performed ahead of our internal targets. We may see significant uncertainty in the coming quarter, but we are not complacent. I want to assure you that we are not hiding any material issues. The company will continue to pursue its strategy of expanding our trading franchise across new markets while maintaining appropriate risk controls.",76
ENRON_0858,2000-08-12,compliance@enron.com,all_staff,pre_crisis,Benefits and HR: compliance reminder,Please be aware that the benefits enrollment period begins next week. This is relevant to employees in all employees. If you have questions please contact compliance. The deadline for updating your records is end of next week. We will not be able to process your request after this date. Thank you for your prompt attention to this matter.,58
ENRON_0648,2000-08-12,mark.palmer@enron.com,executive,pre_crisis,Update on the SEC inquiry,"I am writing to provide an update on the restatement of our financial results. Our financial position has deteriorated significantly in recent months. We may face significant liquidity pressure if counterparties withdraw credit, but management believes this risk is more significant than we had hoped. We will not allow accounting questions to undermine our commitment to financial transparency. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",100
ENRON_0658,2000-08-12,larry.izzo@enron.com,operations,pre_crisis,Operations update — human resources,"I wanted to provide a brief update on our corporate services operations this period. We came within 5% of our volume targets by 2%. The primary driver was improved processes. We should accelerate our expansion in the coming weeks to preserve our competitive advantage. I do not anticipate any major operational disruptions, but we should monitor our credit exposure closely. I will circulate a more detailed report at the end of the period.",73
ENRON_0881,2000-08-12,compliance@enron.com,all_staff,pre_crisis,RE: Company update,I appreciate the update but I think many employees are not reassured about the current situation. The stock has fallen 40% in three months and we are reading concerning news every day. I am not trying to cause trouble — I just want an honest answer about what is happening with the off-balance-sheet entities. We should not be expected to stay focused without proper information. Many of us have significant Enron stock in our retirement accounts. This is not just a business issue — it affects our families and our futures.,91
ENRON_0489,2000-08-12,david.haug@enron.com,risk,pre_crisis,Risk management quarterly summary,"This quarter our aggregate value at risk declined slightly relative to the prior period, reflecting increased volatility. Credit losses were minimal at approximately $8 million — driven by one counterparty default.. We identified four instances where position limits were technically breached but within spirit of the policy. Looking ahead, we could face increased credit stress in the next quarter. I strongly recommend we increase our monitoring frequency for California utility counterparties. The board risk committee will receive this report at their next meeting.",83
ENRON_0427,2000-08-19,teb.lokey@enron.com,risk,pre_crisis,Risk management quarterly summary,"This quarter our aggregate value at risk decreased following position reduction relative to the prior period, reflecting increased volatility. Credit losses were elevated at $45 million — better than anticipated.. We identified no instances where position limits were not exceeded — this was a recording error. Looking ahead, we will face regulatory attention to our trading practices in the next quarter. I genuinely recommend we increase our monitoring frequency for California utility counterparties. The board risk committee will receive this report at their next meeting.",85
ENRON_0999,2000-08-19,corporate.communications@enron.com,all_staff,pre_crisis,Benefits and HR: compliance reminder,Please be aware that there will be a change to our expense policy. This will affect employees in trading floor staff. If you have questions please contact the benefits team. The deadline for enrolling in the new plan is December 1. We will not be able to accept paper forms after this date. Thank you for your prompt attention to this matter.,62
ENRON_0142,2000-08-19,david.delainey@enron.com,trading,pre_crisis,market update,prices rallied today. will be a good opportunity to add to our position. call me.,15
ENRON_0716,2000-08-19,james.derrick@enron.com,operations,pre_crisis,the European market entry — progress report,The the cost reduction initiative is progressing broadly on track. We have hired 74 additional staff since our last update. There are one areas where we could improve: customer onboarding and customer onboarding. I believe we will may achieve our targets if market conditions remain stable. This initiative is not without risk — regulatory approval timelines are uncertain. We should not underestimate the commercial of what we are trying to accomplish.,71
ENRON_0663,2000-08-19,david.oxley@enron.com,operations,pre_crisis,the retail energy expansion — progress report,The the pipeline optimisation programme is progressing with some delays. We have hired 74 additional staff since our last update. There are two areas where we could improve: our system integration and regulatory compliance. I believe we will will achieve our targets if we can attract the talent we need. This initiative is not without risk — the technology may not scale as expected. We should not underestimate the organisational of what we are trying to accomplish.,77
ENRON_0813,2000-08-19,corporate.communications@enron.com,all_staff,pre_crisis,RE: Company update,I appreciate the update but I think many employees are genuinely troubled about the current situation. The stock has dropped sharply despite management reassurances and we are reading negative press every day. I am not trying to cause trouble — I just want an honest answer about whether the company is solvent. We should not be expected to trust management without proper information. Many of us have significant Enron stock in our retirement accounts. This is not just a business issue — it affects our families and our futures.,89
ENRON_0876,2000-08-19,legal@enron.com,all_staff,pre_crisis,All staff: Year-end message,I am pleased to share with you a record quarter. This reflects the hard work and commitment of every person in this organisation. We will continue to invest in our people and we will not be distracted by the current uncertainty. The outlook for next year is the strongest it has ever been. Thank you for your continued dedication to Enron's mission.,62
ENRON_0068,2000-08-19,mike.grigsby@enron.com,trading,pre_crisis,market update,prices could move up another 20% by noon. reduce our short.,11
ENRON_0429,2000-08-19,mark.lay@enron.com,risk,pre_crisis,Credit exposure report — investment bank,"This report summarises our current credit exposure to California utility counterparties. Our aggregate exposure has declined to approximately $1.2 billion since the last review. We should need to convene an emergency credit review if counterparty stress increases. Our models suggest the probability of a material credit loss is low at approximately 5%, but I am reasonably comfortable with that estimate given recent market developments. I recommend we review our credit limits before the next risk committee meeting. I will circulate a more detailed analysis by end of week.",88
ENRON_0263,2000-08-19,greg.whalley@enron.com,trading,pre_crisis,RE: electricity forwards strategy,"I agree with your assessment that the power presents interesting opportunities. However, I am not entirely comfortable with our current position size. We should be overexposed if credit conditions tighten. I would recommend we maintain our current position but do not increase it further until we see further data. The credit team should review our counterparty exposure before we commit additional capital. Please come back to me with an updated risk analysis.",72
ENRON_0764,2000-08-19,david.oxley@enron.com,operations,pre_crisis,Operations update — human resources,"I wanted to provide a brief update on our corporate services operations this quarter. We exceeded our volume targets by 3%. The primary driver was efficient operational execution. We should address the shortfalls in the coming weeks to preserve our competitive advantage. I do not anticipate any major operational disruptions, but we do not have unlimited capital to invest. I will circulate a more detailed report at the end of the quarter.",72
ENRON_0198,2000-08-19,matt.motley@enron.com,trading,pre_crisis,market update,short note: gas basis swaps came under pressure today. we need to watch this.. will update later.,17
ENRON_0868,2000-08-26,hr@enron.com,all_staff,pre_crisis,All staff: Company performance update,I am pleased to share with you a record quarter. This reflects the hard work and commitment of every person in this organisation. We will continue to maintain our culture of excellence and we will not be distracted by short-term market volatility. The outlook for the years ahead is uncertain. Thank you for your continued dedication to Enron's mission.,59
ENRON_0625,2000-08-26,mark.palmer@enron.com,executive,pre_crisis,First quarter performance — summary,"Our First quarter results reflect strong performance across all business units. Revenue was disappointing at $28.3 billion. Our wholesale energy business continued to drive strong margins. We may see a challenging regulatory environment in the coming quarter, but we are not overconfident. I want to assure you that we are not concealing any material issues. The company will continue to pursue its strategy of disciplined risk management and financial innovation while maintaining appropriate risk controls.",75
ENRON_0975,2000-08-26,corporate.communications@enron.com,all_staff,pre_crisis,Benefits and HR: company policy update,Please be aware that the annual performance review cycle is now open. This will affect employees in all employees. If you have questions please contact the benefits team. The deadline for submitting your form is end of next week. We will not be able to enrol you in the plan after this date. Thank you for your prompt attention to this matter.,62
ENRON_0965,2000-08-26,compliance@enron.com,all_staff,pre_crisis,RE: Company update,I appreciate the update but I think many employees are genuinely troubled about the current situation. The stock has collapsed from $90 to under $10 and we are reading conflicting information every day. I am not trying to cause trouble — I just want an honest answer about what the real financial position is. We should not be expected to continue to invest in Enron stock without proper information. Many of us have significant Enron stock in our retirement accounts. This is not just a business issue — it affects our families and our futures.,95
ENRON_0566,2000-08-26,mark.koenig@enron.com,executive,pre_crisis,Full year performance — summary,"Our Full year results reflect disappointing results across all business units. Revenue was disappointing at $28.3 billion. Our wholesale energy business experienced significant write-downs. We may see continued headwinds in the coming quarter, but we are not complacent. I want to assure you that we are not concealing any material issues. The company will continue to pursue its strategy of delivering value through our physical and financial businesses while maintaining appropriate risk controls.",73
ENRON_0600,2000-08-26,richard.causey@enron.com,executive,pre_crisis,Update on the bankruptcy filing,"I am writing to provide an update on our off-balance-sheet vehicles. Our financial position has deteriorated significantly in recent months. We should face regulatory sanctions if the Dynegy deal falls through, but management believes this risk is more significant than we had hoped. We will not allow accounting questions to undermine our commitment to shareholder value. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",98
ENRON_0455,2000-08-26,rick.buy@enron.com,risk,pre_crisis,Stress test results — adverse scenario,"Under our adverse downside scenario, our liquidity position would be severely constrained within 30 days. The primary driver of stress is a liquidity crisis in the energy sector. We do not currently have adequate reserves to meet all obligations under this scenario. I want to be clear that I do not believe this scenario is likely — the probability is approximately meaningful at 8-12%. However, the consequences are serious enough that management should be aware of the risk. I recommend we reduce our largest single-counterparty exposures as a precautionary measure.",90
ENRON_0742,2000-08-26,joe.hirko@enron.com,operations,pre_crisis,Operations update — IT systems,"I wanted to provide a brief update on our international trading operations this quarter. We exceeded our volume targets by 3%. The primary driver was an expanded sales team. We should review our cost base in the coming period to achieve our full-year targets. I do not anticipate any major operational disruptions, but market conditions could change rapidly. I will circulate a more detailed report at the end of the quarter.",71
ENRON_0878,2000-08-26,legal@enron.com,all_staff,pre_crisis,All staff: Year-end message,I am pleased to share with you a record quarter. This reflects the hard work and commitment of every person in this organisation. We will continue to develop the most talented team in the industry and we will not be distracted by regulatory noise. The outlook for the years ahead is encouraging. Thank you for your continued dedication to Enron's mission.,61
ENRON_0656,2000-09-05,stanley.horton@enron.com,operations,pre_crisis,the cost reduction initiative — progress report,The the retail energy expansion is progressing well despite initial challenges. We have signed 389 new contracts since our last update. There are one areas where we could improve: communication and cost management. I believe we will would achieve our targets if we receive the regulatory approvals on time. This initiative is not without risk — integration complexity could delay our timeline. We should not underestimate the technical of what we are trying to accomplish.,75
ENRON_0205,2000-09-05,david.delainey@enron.com,trading,pre_crisis,Position update — bandwidth,"Following the regulatory announcement in the nat gas market, our current crude oil position is pricing in a risk premium. We would face model risk if prices move against us. I strongly recommend we wait for more clarity before next Monday. The risk team has confirmed that our VAR is at the top of our range under current market conditions. Please advise if you want to discuss further before I take action.",72
ENRON_0577,2000-09-05,richard.causey@enron.com,executive,pre_crisis,Update on the FERC investigation,"I am writing to provide an update on the SEC inquiry. Our financial position is under pressure but not in crisis. We will face regulatory sanctions if the SEC expands its inquiry, but management believes this risk is serious but not existential. We will not allow accounting questions to undermine our commitment to the company's future. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",98
ENRON_0025,2000-09-05,john.arnold@enron.com,trading,pre_crisis,market update,I am not going to pretend I am comfortable with our power exposure right now.,15
ENRON_0301,2000-09-05,matt.motley@enron.com,trading,pre_crisis,Position update — spark spread options,"Following the storage report in the nat gas market, our current natural gas position is moving fast. We would face credit losses if volatility spikes. I strongly recommend we wait for more clarity before end of week. The risk team has confirmed that our VAR is in line with budget under current market conditions. Please advise if you want to discuss further before I take action.",66
ENRON_0126,2000-09-05,david.delainey@enron.com,trading,pre_crisis,market update,I am not going to pretend I am comfortable with our gas futures exposure right now.,16
ENRON_0121,2000-09-05,jeff.richter@enron.com,trading,pre_crisis,market update,I am not going to pretend I am comfortable with our electricity forwards exposure right now.,16
ENRON_0159,2000-09-05,louise.kitchen@enron.com,trading,pre_crisis,market update,prices was flat today. will be a good time to add to our position. call me.,16
ENRON_0990,2000-09-12,hr@enron.com,all_staff,pre_crisis,Benefits and HR: compliance reminder,Please be aware that the office will be closed for maintenance. This is relevant to employees in employees in the Houston office. If you have questions please contact HR directly. The deadline for updating your records is end of next week. We will not be able to process late submissions after this date. Thank you for your prompt attention to this matter.,62
ENRON_0993,2000-09-12,corporate.communications@enron.com,all_staff,pre_crisis,RE: Company update,I appreciate the update but I think many employees are worried about the current situation. The stock has collapsed from $90 to under $10 and we are reading conflicting information every day. I am not trying to cause trouble — I just want an honest answer about whether management has been honest with us. We should not be expected to remain positive without proper information. Many of us have significant Enron stock in our retirement accounts. This is not just a business issue — it affects our families and our futures.,91
ENRON_0754,2000-09-12,mark.frevert@enron.com,operations,pre_crisis,Operations update — IT systems,"I wanted to provide a brief update on our IT systems operations this year. We exceeded our volume targets by 12%. The primary driver was the new technology platform. We should continue investing in the coming quarter to deliver on our commitments. I do not anticipate any major operational disruptions, but the regulatory environment remains uncertain. I will circulate a more detailed report at the end of the year.",69
ENRON_0617,2000-09-12,mark.palmer@enron.com,executive,pre_crisis,Third quarter performance — summary,"Our Third quarter results reflect broadly acceptable results across all business units. Revenue was record at $28.3 billion. Our wholesale energy business performed ahead of our internal targets. We may see continued headwinds in the coming quarter, but we are not overconfident. I want to assure you that we are not downplaying any material issues. The company will continue to pursue its strategy of disciplined risk management and financial innovation while maintaining appropriate risk controls.",75
ENRON_0432,2000-09-12,ted.robinson@enron.com,risk,pre_crisis,Stress test results — stress scenario,"Under our stress downside scenario, our liquidity position would be under pressure. The primary driver of stress is simultaneous counterparty defaults. We do not currently have the liquidity to meet all obligations under this scenario. I want to be clear that I do not believe this scenario is likely — the probability is approximately elevated at approximately 15%. However, the consequences are serious enough that management should treat this seriously. I recommend we accelerate non-core asset sales as a precautionary measure.",81
ENRON_0104,2000-09-12,bob.shively@enron.com,trading,pre_crisis,market update,just signed a a modest deal on bandwidth. margins are better than expected. I am not worried..,17
ENRON_0904,2000-09-12,corporate.communications@enron.com,all_staff,pre_crisis,All staff: Year-end message,I am pleased to share with you an important strategic milestone. This reflects the hard work and commitment of every person in this organisation. We will continue to maintain our culture of excellence and we will not be distracted by questions about our accounting. The outlook for next year is challenging but manageable. Thank you for your continued dedication to Enron's mission.,62
ENRON_0563,2000-09-12,anne.kishimoto@enron.com,executive,pre_crisis,First quarter performance — summary,"Our First quarter results reflect disappointing results across all business units. Revenue was below target at $33.8 billion. Our wholesale energy business performed ahead of our internal targets. We may see significant uncertainty in the coming quarter, but we are not overconfident. I want to assure you that we are not downplaying any material issues. The company will continue to pursue its strategy of disciplined risk management and financial innovation while maintaining appropriate risk controls.",75
ENRON_0026,2000-09-19,jeff.richter@enron.com,trading,pre_crisis,market update,just booked a a modest deal on bandwidth. margins are extraordinary at this volume. could be a problem..,18
ENRON_0211,2000-09-19,louise.kitchen@enron.com,trading,pre_crisis,RE: natural gas strategy,"I agree with your assessment that the nat gas presents attractive risk-adjusted opportunities. However, I am not entirely comfortable with our current position size. We should be overexposed if the regulatory environment shifts. I would recommend we maintain our current position but do not increase it further until we see more stability in the California market. The credit team should review our counterparty exposure before we commit additional capital. Please come back to me with an updated risk analysis.",79
ENRON_0517,2000-09-19,mark.koenig@enron.com,executive,pre_crisis,Update on the SEC inquiry,"I am writing to provide an update on the restatement of our financial results. Our financial position is more complex than previously disclosed. We should face investor confidence issues if counterparties withdraw credit, but management believes this risk is uncertain and difficult to quantify. We will not allow investor uncertainty to undermine our commitment to the company's future. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",100
ENRON_0441,2000-09-19,kevin.presto@enron.com,risk,pre_crisis,Credit exposure report — California utility,"This report summarises our current credit exposure to investment bank counterparties. Our aggregate exposure has risen to approximately $560 million since the last review. We would need to increase monitoring if counterparty stress increases. Our models suggest the probability of a material credit loss is meaningful at 8-12%, but I am cautiously comfortable with that estimate given our limited visibility into counterparty financials. I recommend we review our credit limits before the next risk committee meeting. I will circulate a more detailed analysis by end of week.",87
ENRON_0055,2000-09-19,kevin.hyatt@enron.com,trading,pre_crisis,market update,just closed a $45m deal on natural gas. margins are in line with targets. this is good news..,18
ENRON_0547,2000-09-19,sherron.watkins@enron.com,executive,pre_crisis,Second quarter performance — summary,"Our Second quarter results reflect mixed results requiring explanation across all business units. Revenue was record at $50.1 billion. Our wholesale energy business experienced significant write-downs. We may see a challenging regulatory environment in the coming quarter, but we are not naive. I want to assure you that we are not hiding any material issues. The company will continue to pursue its strategy of expanding our trading franchise across new markets while maintaining appropriate risk controls.",76
ENRON_0029,2000-09-19,bob.shively@enron.com,trading,pre_crisis,market update,California power is volatile. I still think we should sell before the open. not a lot of time.,18
ENRON_0326,2000-09-19,phillip.allen@enron.com,trading,pre_crisis,RE: gas futures strategy,"I agree with your assessment that the nat gas presents interesting opportunities. However, I am not entirely comfortable with our current position size. We should be overexposed if the regulatory environment shifts. I would recommend we maintain our current position but do not increase it further until we see further data. The credit team should review our counterparty exposure before we commit additional capital. Please come back to me with an updated risk analysis.",74
ENRON_0282,2000-09-19,greg.whalley@enron.com,trading,pre_crisis,Position update — gas basis swaps,"Following the storage report in the nat gas market, our current crude oil position is showing unusual basis spreads. We may face liquidity issues if storage data disappoints. I genuinely recommend we review our risk limits before Thursday. The risk team has confirmed that our VAR is at the top of our range under current market conditions. Please advise if you want to discuss further before I take action.",69
ENRON_0711,2000-09-19,david.oxley@enron.com,operations,pre_crisis,Operations update — human resources,"I wanted to provide a brief update on our broadband services operations this period. We fell short of our volume targets by 3%. The primary driver was the new technology platform. We should continue investing in the coming quarter to achieve our full-year targets. I do not anticipate any major operational disruptions, but the regulatory environment remains uncertain. I will circulate a more detailed report at the end of the period.",71
ENRON_0448,2000-09-19,sally.beck@enron.com,risk,pre_crisis,Stress test results — adverse scenario,"Under our adverse downside scenario, our liquidity position would be manageable but tight. The primary driver of stress is a material credit rating downgrade. We do not currently have the collateral to meet all obligations under this scenario. I want to be clear that I do not believe this scenario is likely — the probability is approximately not greater than 2%. However, the consequences are serious enough that management should treat this seriously. I recommend we maintain a larger liquidity buffer as a precautionary measure.",85
ENRON_0955,2000-09-19,investor.relations@enron.com,all_staff,pre_crisis,All staff: Year-end message,I am pleased to share with you a major new contract. This reflects the hard work and commitment of every person in this organisation. We will continue to pursue the best opportunities and we will not be distracted by questions about our accounting. The outlook for next year is requiring careful management. Thank you for your continued dedication to Enron's mission.,61
ENRON_0529,2000-09-19,jim.derrick@enron.com,executive,pre_crisis,Update on our off-balance-sheet vehicles,"I am writing to provide an update on our credit rating review. Our financial position is more complex than previously disclosed. We could face material credit losses if the SEC expands its inquiry, but management believes this risk is manageable. We will not allow the litigation to undermine our commitment to our employees. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",95
ENRON_0820,2000-09-26,hr@enron.com,all_staff,pre_crisis,Benefits and HR: benefits enrollment,Please be aware that the benefits enrollment period begins next week. This will affect employees in employees in the Houston office. If you have questions please contact the HR helpdesk. The deadline for submitting your form is December 1. We will not be able to process late submissions after this date. Thank you for your prompt attention to this matter.,60
ENRON_0804,2000-09-26,legal@enron.com,all_staff,pre_crisis,Benefits and HR: company policy update,Please be aware that a mandatory compliance training is now available. This will affect employees in employees enrolled in the 401k plan. If you have questions please contact the HR helpdesk. The deadline for completing your review is this Friday. We will not be able to guarantee your place after this date. Thank you for your prompt attention to this matter.,61
ENRON_0372,2000-09-26,sally.beck@enron.com,risk,pre_crisis,Risk management quarterly summary,"This quarter our aggregate value at risk declined slightly relative to the prior period, reflecting the California market disruption. Credit losses were within our historical range — slightly above our internal benchmark.. We identified three instances where position limits were exceeded and remedied promptly. Looking ahead, we should face regulatory attention to our trading practices in the next quarter. I cautiously recommend we increase our monitoring frequency for California utility counterparties. The board risk committee will receive this report at their next meeting.",83
ENRON_0967,2000-09-26,hr@enron.com,all_staff,pre_crisis,All staff: Year-end message,I am pleased to share with you an important strategic milestone. This reflects the hard work and commitment of every person in this organisation. We will continue to maintain our culture of excellence and we will not be distracted by questions about our accounting. The outlook for the second half is challenging but manageable. Thank you for your continued dedication to Enron's mission.,63
ENRON_0552,2000-09-26,jeffrey.skilling@enron.com,executive,pre_crisis,Update on the third quarter write-downs,"I am writing to provide an update on the FERC investigation. Our financial position is under pressure but not in crisis. We should face material credit losses if the Dynegy deal falls through, but management believes this risk is more significant than we had hoped. We will not allow the litigation to undermine our commitment to our employees. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",100
ENRON_0851,2000-09-26,corporate.communications@enron.com,all_staff,pre_crisis,All staff: Year-end message,I am pleased to share with you a record quarter. This reflects the hard work and commitment of every person in this organisation. We will continue to pursue the best opportunities and we will not be distracted by questions about our accounting. The outlook for next year is encouraging. Thank you for your continued dedication to Enron's mission.,58
ENRON_0746,2000-09-26,larry.izzo@enron.com,operations,pre_crisis,Operations update — broadband services,"I wanted to provide a brief update on our corporate services operations this period. We slightly missed our volume targets by 12%. The primary driver was strong customer demand. We should continue investing in the coming quarter to maintain momentum. I do not anticipate any major operational disruptions, but we do not have unlimited capital to invest. I will circulate a more detailed report at the end of the period.",70
ENRON_0646,2000-09-26,sherron.watkins@enron.com,executive,pre_crisis,Update on the SEC inquiry,"I am writing to provide an update on the third quarter write-downs. Our financial position is under pressure but not in crisis. We would face material credit losses if counterparties withdraw credit, but management believes this risk is manageable. We will not allow the litigation to undermine our commitment to our employees. The board has been informed and is supportive of the steps we are taking. I am confident — though I cannot guarantee — that we will resolve these issues satisfactorily. Please do not hesitate to contact me if you have further concerns.",94
ENRON_0001,2000-09-26,matt.motley@enron.com,trading,pre_crisis,market update,short note: electricity forwards came under pressure today. I am not worried.. will update later.,15
ENRON_0231,2000-09-26,mike.grigsby@enron.com,trading,pre_crisis,Position update — crude oil,"Following the recent volatility in the electricity market, our current natural gas position is pricing in a risk premium. We will face credit losses if a key counterparty defaults. I cautiously recommend we review our risk limits before today. The risk team has confirmed that our VAR is elevated but acceptable under current market conditions. Please advise if you want to discuss further before I take action.",67
ENRON_0335,2000-09-26,eric.bass@enron.com,trading,pre_crisis,Q3 bandwidth trading review,"Our bandwidth trading desk generated revenues of approximately $280 million in the third quarter. This represents a record performance relative to the prior period. The primary driver was improved market liquidity. We should see some softness in the coming months, depending on interest rate movements. I am cautiously optimistic about the second half of the year. Risk-adjusted returns were above target and we did not suffer significant credit losses.",69
ENRON_0066,2000-09-26,eric.bass@enron.com,trading,pre_crisis,market update,I am not going to pretend I am comfortable with our spark spread options exposure right now.,17
ENRON_0084,2000-09-26,tim.belden@enron.com,trading,pre_crisis,market update,short note: bandwidth rallied today. we need to watch this.. will update later.,13
